ID,Name,Team,Pos,Role/Order,DH,Age,Arch,Trait1,Trait2,Trait3,TraitCount,Contact,Con.Timing,Con.Barrel,Power,Pow.Str,Pow.BatSpd,Pow.Elev,Disc,Disc.Eye,Disc.Restr,Speed,Spd.Sprint,Spd.Inst,Defense,def.Range,def.reaction,def.glove,def.ArmStr,def.ArmAcc,Max Stam,Cur Stam,Velo,Vel.ArmSpd,Vel.Decept,Control,Ctrl.Acc,Ctrl.Cmd,Move,Mov.Spin,Mov.Bite,Cur Hit Strk,Max Hit Strk,Cur OBP Strk,Max OBP Strk,Cur Scoreless Outs,Max Scoreless Outs,Recent Form
2.026E+11,William Taylor,Stormers,2B,5,No,28,Alomar,-,-,-,0,77,82,73,64,66,64,62,67,66,69,76,72,80,75,70,90,78,79,77,80,80,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jim Ripken,Stormers,LF,7,No,31,Rickey,Clutch,-,-,1,80,78,82,59,59,69,49,85,85,85,94,94,95,74,90,63,69,65,62,78,78,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jonathan Bonds,Stormers,RF,Bench,No,26,Clemente,Clutch,-,-,1,88,86,91,67,59,75,68,66,64,69,69,66,72,80,66,88,84,99,86,57,57,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,John Miller,Stormers,2B,Bench,No,27,Morgan,Launch Angle God,-,-,1,73,74,72,75,69,88,69,92,99,85,73,68,79,70,65,64,74,77,65,75,75,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jim Mays,Stormers,LF,Bench,No,30,Zobrist,Speed Demon,-,-,1,83,90,76,66,64,68,68,75,68,82,74,71,77,70,70,77,77,76,54,73,73,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jonathan Ryan,Stormers,3B,6,No,28,Boggs,-,-,-,0,90,84,96,61,66,66,51,85,89,82,45,46,45,68,48,99,87,67,73,70,70,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,John Thomas,Stormers,3B,Bench,No,31,Schmidt,Launch Angle God,-,-,1,71,75,67,85,87,87,82,75,85,65,48,45,52,69,40,93,94,80,71,68,68,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Justin Bonds,Stormers,C,2,No,32,Ichiro,Unfazed,-,-,1,89,87,92,50,45,61,45,62,61,64,84,85,84,84,81,83,88,86,80,67,67,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Thomas Martin,Stormers,P,SP1,No,29,Pedro,-,-,-,0,15,15,15,15,15,15,15,15,15,15,22,29,15,51,50,50,50,60,50,80,80,80,91,70,74,71,78,93,96,91,0,0,0,0,0,0,
2.026E+11,Stan Lee,Stormers,P,SP2,No,22,R.Johnson,-,-,-,0,15,15,15,15,15,15,15,15,15,15,13,11,15,51,50,50,50,60,50,85,85,86,92,80,68,70,66,86,79,93,0,0,0,0,0,0,
2.026E+11,James Anderson,Stormers,P,SP3,No,28,Maddux,Pitch to Contact,-,-,1,15,15,15,15,15,15,15,15,15,15,15,15,15,51,50,50,50,60,50,88,88,61,56,66,92,92,93,87,86,88,0,0,0,0,0,0,
2.026E+11,Ryan Griffey,Stormers,P,SP4,No,29,Koufax,Putaway Pitcher,-,-,1,15,15,15,15,15,15,15,15,15,15,17,19,15,51,50,50,50,60,50,85,85,83,87,79,82,86,78,89,96,83,0,0,0,0,0,0,
2.026E+11,Andrew Perez,Stormers,P,SP5,No,29,Wakefield,Rubber Arm,-,-,1,15,15,15,15,15,15,15,15,15,15,13,11,15,51,50,50,50,60,50,95,95,59,45,74,65,71,60,73,47,99,0,0,0,0,0,0,
2.026E+11,Nicholas Sanchez,Stormers,P,CL,No,29,Rivera,-,-,-,0,15,15,15,15,15,15,15,15,15,15,21,28,15,51,50,50,50,60,50,25,25,82,88,76,86,88,84,83,80,87,0,0,0,0,0,0,
2.026E+11,James Mantle,Stormers,P,SU,No,26,Rivera,Marathon Man,-,-,1,15,15,15,15,15,15,15,15,15,15,14,13,15,51,50,50,50,60,50,27,27,78,77,80,84,85,84,86,73,99,0,0,0,0,0,0,
2.026E+11,Brandon Griffey,Stormers,P,SU,No,28,Chapman,-,-,-,0,15,15,15,15,15,15,15,15,15,15,19,23,15,51,50,50,50,60,50,30,30,89,93,85,49,47,52,71,80,63,0,0,0,0,0,0,
2.026E+11,Matthew Martin,Stormers,P,LR,No,26,Miller,Lights Out,-,-,1,15,15,15,15,15,15,15,15,15,15,19,23,15,51,50,50,50,60,50,41,41,95,97,93,67,63,71,89,87,92,0,0,0,0,0,0,
2.026E+11,Anthony Davis,Stormers,P,LR,No,28,Miller,Putaway Pitcher,Pitch to Contact,-,2,15,15,15,15,15,15,15,15,15,15,13,12,15,51,50,50,50,60,50,49,49,78,80,77,65,60,71,94,89,99,0,0,0,0,0,0,
2.026E+11,Babe Lewis,Stormers,P,MR,No,26,Miller,Marathon Man,Escape Artist,-,2,15,15,15,15,15,15,15,15,15,15,18,21,15,51,50,50,50,60,50,47,47,85,91,80,67,65,69,76,64,89,0,0,0,0,0,0,
2.026E+11,Brian Taylor,Stormers,P,MR,No,27,Miller,Rubber Arm,-,-,1,15,15,15,15,15,15,15,15,15,15,15,15,15,51,50,50,50,60,50,56,56,83,86,81,66,74,58,86,84,88,0,0,0,0,0,0,
2.026E+11,Joseph Gehrig,Stormers,P,MR,No,27,Miller,Escape Artist,-,-,1,15,15,15,15,15,15,15,15,15,15,22,30,15,51,50,50,50,60,50,44,44,77,79,76,62,55,70,84,80,88,0,0,0,0,0,0,
2.026E+11,Cy Perez,Stormers,3B,Minors,No,22,Boggs,Speed Demon,-,-,1,65,64,66,46,45,50,45,62,60,65,45,45,45,54,44,62,61,61,56,74,74,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Thomas Brown,Stormers,CF,Minors,No,23,Ichiro,Gold Glover,-,-,1,62,69,55,47,45,51,45,51,48,55,66,63,70,63,64,71,57,71,68,90,90,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Eric Jackson,Stormers,LF,Minors,No,18,Williams,-,-,-,0,69,71,68,64,56,76,62,63,70,57,45,45,45,46,48,47,45,45,45,76,76,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jackie Lewis,Stormers,C,Minors,No,26,Bench,-,-,-,0,53,45,61,60,65,58,59,49,48,51,45,45,45,56,45,45,58,77,57,84,84,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Joseph Gehrig,Stormers,SS,Minors,No,20,Jeter,-,-,-,0,65,62,68,53,56,58,45,58,62,55,47,45,49,49,49,46,45,56,53,84,84,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jim Griffey,Stormers,1B,Minors,No,22,Gehrig,Gold Glover,Speed Demon,-,2,64,62,66,64,71,72,50,58,49,67,45,45,45,44,40,48,45,46,52,79,79,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,James Lee,Stormers,2B,Minors,No,26,Kent,Platoon Punisher,-,-,1,52,59,46,54,53,57,52,48,45,51,45,45,45,52,49,48,58,52,50,76,76,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Ty Harris,Stormers,2B,Minors,Yes,20,Morgan,Table Setter,-,-,1,57,58,57,57,54,63,56,65,64,66,55,57,54,51,56,45,48,45,55,79,79,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jim Garcia,Stormers,SS,Minors,No,22,Ripken,-,-,-,0,47,50,45,53,54,48,57,46,47,45,45,45,45,55,49,72,53,74,56,66,66,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Robert Gwynn,Stormers,1B,Minors,No,18,Gehrig,Clutch,Gold Glover,-,2,64,68,61,61,60,52,71,55,50,61,45,45,45,43,40,45,46,46,45,69,69,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Tyler Martinez,Stormers,3B,Minors,No,22,Schmidt,Platoon Punisher,Launch Angle God,-,2,49,53,46,68,68,70,68,64,66,62,45,45,45,54,40,73,63,63,57,70,70,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Eric Gwynn,Stormers,RF,Minors,No,21,Gwynn,Platoon Punisher,-,-,1,66,69,63,45,45,45,45,62,65,59,48,46,50,52,55,49,57,45,46,74,74,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Brian Aaron,Stormers,C,Minors,No,22,Molina,-,-,-,0,49,54,45,50,60,45,45,46,46,46,45,45,45,60,52,70,65,63,63,77,77,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Tyler Ramirez,Stormers,P,Minors,No,26,Buehrle,-,-,-,0,15,15,15,15,15,15,15,15,15,15,19,24,15,51,50,50,50,60,50,92,92,52,51,54,60,54,66,56,49,64,0,0,0,0,0,0,
2.026E+11,Anthony Johnson,Stormers,P,Minors,No,22,Ryan,-,-,-,0,15,15,15,15,15,15,15,15,15,15,15,15,15,51,50,50,50,60,50,92,92,62,68,56,48,45,52,58,71,45,0,0,0,0,0,0,
2.026E+11,Ryan Jackson,Stormers,P,Minors,No,23,Wakefield,-,-,-,0,15,15,15,15,15,15,15,15,15,15,19,24,15,51,50,50,50,60,50,95,95,45,45,45,50,53,47,56,45,67,0,0,0,0,0,0,
2.026E+11,Jonathan Thompson,Stormers,P,Minors,No,23,Wakefield,Ice in the Veins,-,-,1,15,15,15,15,15,15,15,15,15,15,18,22,15,51,50,50,50,60,50,95,95,45,45,45,53,45,61,56,45,67,0,0,0,0,0,0,
2.026E+11,William Ruth,Stormers,P,Minors,No,24,Pedro,Escape Artist,-,-,1,15,15,15,15,15,15,15,15,15,15,15,15,15,51,50,50,50,60,50,80,80,67,69,66,51,51,52,66,71,62,0,0,0,0,0,0,
2.026E+11,Joshua Rodriguez,Stormers,P,Minors,No,26,Rivera,-,-,-,0,15,15,15,15,15,15,15,15,15,15,14,13,15,51,50,50,50,60,50,30,30,54,55,53,64,65,64,62,60,64,0,0,0,0,0,0,
2.026E+11,Kevin Rodriguez,Stormers,P,Minors,No,25,Gagne,-,-,-,0,15,15,15,15,15,15,15,15,15,15,19,23,15,51,50,50,50,60,50,29,29,68,71,65,51,52,51,61,65,58,0,0,0,0,0,0,
2.026E+11,Joseph Thompson,Stormers,P,Minors,No,27,Gagne,-,-,-,0,15,15,15,15,15,15,15,15,15,15,20,25,15,51,50,50,50,60,50,25,25,65,68,63,54,50,59,59,53,66,0,0,0,0,0,0,
2.026E+11,William Davis,Stormers,P,Minors,No,21,Fingers,Rubber Arm,-,-,1,15,15,15,15,15,15,15,15,15,15,19,24,15,51,50,50,50,60,50,41,41,48,49,48,58,61,55,63,67,59,0,0,0,0,0,0,
2.026E+11,John Ruth,Stormers,P,Minors,No,23,Fingers,-,-,-,0,15,15,15,15,15,15,15,15,15,15,22,30,15,51,50,50,50,60,50,50,50,55,56,54,62,63,61,57,52,63,0,0,0,0,0,0,
2.026E+11,Thomas Aaron,Stormers,P,Minors,No,25,Miller,Lights Out,-,-,1,15,15,15,15,15,15,15,15,15,15,22,30,15,51,50,50,50,60,50,47,47,64,65,64,50,45,55,62,59,66,0,0,0,0,0,0,
2.026E+11,Jacob Wilson,Stormers,P,Minors,No,24,Hader,Escape Artist,-,-,1,15,15,15,15,15,15,15,15,15,15,12,10,15,51,50,50,50,60,50,43,43,60,62,59,52,46,58,54,53,56,0,0,0,0,0,0,
2.026E+11,Justin Gonzalez,Stormers,P,Minors,No,18,Miller,Ice in the Veins,-,-,1,15,15,15,15,15,15,15,15,15,15,14,13,15,51,50,50,50,60,50,42,42,58,69,47,51,45,57,64,62,66,0,0,0,0,0,0,
2.026E+11,Hank Lopez,Mountaineers,C,8,No,22,Mauer,Table Setter,-,-,1,84,81,87,67,76,68,57,83,86,80,45,45,46,63,40,55,76,75,75,73,73,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Robert Gonzalez,Mountaineers,1B,7,No,26,Pujols,Gold Glover,-,-,1,80,77,84,81,91,86,67,84,90,79,45,45,45,67,46,77,84,73,70,77,77,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jackie Ruth,Mountaineers,SS,4,No,27,Jeter,Platoon Punisher,-,-,1,82,80,84,61,62,73,49,73,78,68,68,67,69,68,68,57,69,71,68,74,74,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Nolan Gonzalez,Mountaineers,LF,6,No,21,Bonds,-,-,-,0,79,82,76,84,83,84,85,90,99,81,74,72,76,67,64,68,72,64,66,75,75,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jacob Thompson,Mountaineers,1B,2,Yes,22,Pujols,Launch Angle God,-,-,1,84,78,90,89,89,98,81,79,82,76,45,45,45,60,41,63,72,74,65,82,82,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Daniel Rodriguez,Mountaineers,SS,Bench,No,27,Ozzie,Platoon Punisher,-,-,1,76,80,72,45,45,45,45,74,79,70,84,81,87,82,80,88,87,85,75,80,80,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jim Gonzalez,Mountaineers,2B,5,No,21,Kent,Platoon Punisher,-,-,1,78,73,84,89,97,84,88,64,61,68,47,45,49,60,40,79,67,71,80,56,56,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Richard Harris,Mountaineers,3B,3,No,23,Brett,-,-,-,0,82,76,89,75,81,75,71,78,80,77,55,55,55,68,52,67,79,77,70,71,71,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Eric Ripken,Mountaineers,3B,Bench,No,27,Ichiro,-,-,-,0,85,82,89,49,45,57,45,66,75,58,90,93,87,85,88,77,81,85,88,74,74,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Mark Aaron,Mountaineers,C,Bench,No,18,Dunn,Speed Demon,-,-,1,58,55,61,87,92,73,98,83,90,77,45,45,45,48,44,46,53,49,47,79,79,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jonathan Sanchez,Mountaineers,CF,9,No,24,Lofton,Gold Glover,First Pitch Killer,-,2,75,81,70,52,51,57,49,80,85,76,82,80,84,76,81,94,77,64,77,77,77,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Brian Gehrig,Mountaineers,RF,1,No,23,Ichiro,First Pitch Killer,-,-,1,88,86,90,48,46,54,45,74,80,69,82,83,82,80,76,89,76,91,86,66,66,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Matthew Mays,Mountaineers,2B,Bench,No,27,Alomar,Platoon Punisher,-,-,1,85,85,86,65,63,66,66,71,72,71,80,87,73,79,88,89,75,78,75,60,60,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Mickey Ripken,Mountaineers,P,SP1,No,27,Wakefield,Marathon Man,Ice in the Veins,-,2,15,15,15,15,15,15,15,15,15,15,14,13,15,51,50,50,50,60,50,95,95,54,45,63,67,66,69,67,48,86,0,0,0,0,0,0,
2.026E+11,Zachary Ripken,Mountaineers,P,SP2,No,29,Lincecum,-,-,-,0,15,15,15,15,15,15,15,15,15,15,16,17,15,51,50,50,50,60,50,78,78,84,89,80,64,61,67,80,79,82,0,0,0,0,0,0,
2.026E+11,Willie Johnson,Mountaineers,P,SP3,No,22,Buehrle,Lights Out,-,-,1,15,15,15,15,15,15,15,15,15,15,14,13,15,51,50,50,50,60,50,92,92,56,46,66,83,79,88,86,81,91,0,0,0,0,0,0,
2.026E+11,Robert Taylor,Mountaineers,P,SP4,No,29,R.Johnson,Pitch to Contact,-,-,1,15,15,15,15,15,15,15,15,15,15,21,28,15,51,50,50,50,60,50,85,85,87,92,82,66,64,69,87,81,94,0,0,0,0,0,0,
2.026E+11,Brian Gwynn,Mountaineers,P,SP5,No,24,Gibson,Marathon Man,-,-,1,15,15,15,15,15,15,15,15,15,15,22,30,15,51,50,50,50,60,50,95,95,74,84,64,74,77,72,75,76,74,0,0,0,0,0,0,
2.026E+11,Joseph Griffey,Mountaineers,P,CL,No,25,Chapman,Groundball Guru,-,-,1,15,15,15,15,15,15,15,15,15,15,22,29,15,51,50,50,50,60,50,25,25,85,91,80,53,45,61,73,78,69,0,0,0,0,0,0,
2.026E+11,Lou Ryan,Mountaineers,P,SU,No,25,Gagne,-,-,-,0,15,15,15,15,15,15,15,15,15,15,14,13,15,51,50,50,50,60,50,18,18,82,80,84,74,75,74,84,80,88,0,0,0,0,0,0,
2.026E+11,William Garcia,Mountaineers,P,SU,No,26,Rivera,-,-,-,0,15,15,15,15,15,15,15,15,15,15,19,23,15,51,50,50,50,60,50,30,30,83,91,75,88,94,83,84,73,95,0,0,0,0,0,0,
2.026E+11,Matthew Brown,Mountaineers,P,LR,No,29,Hader,Lights Out,-,-,1,15,15,15,15,15,15,15,15,15,15,15,15,15,51,50,50,50,60,50,51,51,86,90,83,65,66,65,74,83,66,0,0,0,0,0,0,
2.026E+11,Stan Sanchez,Mountaineers,P,LR,No,25,Fingers,Groundball Guru,-,-,1,15,15,15,15,15,15,15,15,15,15,15,15,15,51,50,50,50,60,50,58,58,74,73,76,79,88,71,80,76,84,0,0,0,0,0,0,
2.026E+11,Anthony Jackson,Mountaineers,P,MR,No,31,Hader,Putaway Pitcher,-,-,1,15,15,15,15,15,15,15,15,15,15,20,26,15,51,50,50,50,60,50,54,54,84,80,89,65,65,66,79,80,78,0,0,0,0,0,0,
2.026E+11,Michael Ramirez,Mountaineers,P,MR,No,31,Hader,-,-,-,0,15,15,15,15,15,15,15,15,15,15,14,14,15,51,50,50,50,60,50,51,51,80,80,80,62,52,73,79,76,83,0,0,0,0,0,0,
2.026E+11,Brandon Smith,Mountaineers,P,MR,No,23,Fingers,Rubber Arm,-,-,1,15,15,15,15,15,15,15,15,15,15,16,17,15,51,50,50,50,60,50,49,49,70,64,76,78,77,80,79,86,72,0,0,0,0,0,0,
2.026E+11,Tyler Gehrig,Mountaineers,CF,Minors,No,19,Griffey,-,-,-,0,55,63,48,58,61,55,60,57,51,64,57,55,59,53,55,66,49,58,56,58,58,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Ty Mays,Mountaineers,1B,Minors,No,26,Gehrig,-,-,-,0,63,53,73,60,63,56,62,64,60,69,45,45,45,48,45,45,47,57,52,79,79,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Zachary Martinez,Mountaineers,2B,Minors,No,20,Morgan,-,-,-,0,50,46,55,52,59,53,45,57,53,61,60,64,57,58,64,45,58,56,53,83,83,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jim Hernandez,Mountaineers,LF,Minors,No,21,Rickey,Launch Angle God,-,-,1,53,52,55,45,45,45,45,63,62,64,67,69,66,60,76,59,55,45,54,79,79,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Ryan Sanchez,Mountaineers,SS,Minors,No,28,Dunn,-,-,-,0,47,45,49,64,70,55,67,59,62,57,45,45,45,43,41,45,45,45,45,75,75,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Thomas Jackson,Mountaineers,1B,Minors,Yes,25,Dunn,-,-,-,0,45,45,45,59,62,46,70,61,66,57,45,45,45,45,45,45,45,45,45,67,67,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Steven Ruth,Mountaineers,LF,Minors,No,24,Zobrist,-,-,-,0,50,49,51,52,50,53,54,53,62,45,53,55,52,53,50,45,55,59,50,72,72,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Justin Johnson,Mountaineers,2B,Minors,No,21,Alomar,-,-,-,0,65,67,63,47,45,53,45,50,53,48,56,52,60,51,42,67,62,55,47,67,67,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jacob Williams,Mountaineers,C,Minors,No,22,Bench,-,-,-,0,55,65,45,56,57,45,66,52,48,56,45,45,45,52,40,45,56,61,64,84,84,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Justin Brown,Mountaineers,RF,Minors,No,23,Clemente,-,-,-,0,59,66,52,50,53,51,46,51,54,49,46,45,48,57,46,64,58,75,64,62,62,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Lou Thompson,Mountaineers,3B,Minors,No,24,Schmidt,Gold Glover,-,-,1,60,65,55,67,69,62,70,49,45,54,45,45,45,52,42,75,55,61,58,71,71,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Steven Martin,Mountaineers,RF,Minors,No,19,Gwynn,Platoon Punisher,-,-,1,68,74,63,45,45,45,45,60,64,56,47,47,48,50,44,45,62,47,45,74,74,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Michael Miller,Mountaineers,SS,Minors,No,23,Dunn,-,-,-,0,47,45,49,65,75,51,69,60,67,53,45,45,45,45,45,45,45,45,45,73,73,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Babe Garcia,Mountaineers,P,Minors,No,24,Buehrle,Rubber Arm,-,-,1,15,15,15,15,15,15,15,15,15,15,16,18,15,51,50,50,50,60,50,92,92,46,45,48,60,59,61,57,49,65,0,0,0,0,0,0,
2.026E+11,Thomas Rodriguez,Mountaineers,P,Minors,No,23,Pedro,Ice in the Veins,-,-,1,15,15,15,15,15,15,15,15,15,15,17,20,15,51,50,50,50,60,50,80,80,61,68,55,55,60,51,71,77,66,0,0,0,0,0,0,
2.026E+11,William Jackson,Mountaineers,P,Minors,No,22,Wakefield,-,-,-,0,15,15,15,15,15,15,15,15,15,15,19,23,15,51,50,50,50,60,50,95,95,45,45,45,54,51,58,56,45,67,0,0,0,0,0,0,
2.026E+11,Richard Ramirez,Mountaineers,P,Minors,No,25,Gibson,-,-,-,0,15,15,15,15,15,15,15,15,15,15,18,21,15,51,50,50,50,60,50,95,95,56,65,48,55,63,47,58,60,57,0,0,0,0,0,0,
2.026E+11,Matthew Walker,Mountaineers,P,Minors,No,26,Maddux,Escape Artist,-,-,1,15,15,15,15,15,15,15,15,15,15,22,29,15,51,50,50,50,60,50,88,88,49,45,54,66,69,63,60,50,70,0,0,0,0,0,0,
2.026E+11,Babe Ryan,Mountaineers,P,Minors,No,18,Rivera,-,-,-,0,15,15,15,15,15,15,15,15,15,15,22,29,15,51,50,50,50,60,50,26,26,50,49,51,69,75,64,74,70,79,0,0,0,0,0,0,
2.026E+11,Joseph Thompson,Mountaineers,P,Minors,No,22,Gagne,-,-,-,0,15,15,15,15,15,15,15,15,15,15,21,28,15,51,50,50,50,60,50,25,25,68,68,68,51,55,47,51,48,54,0,0,0,0,0,0,
2.026E+11,Stan Lopez,Mountaineers,P,Minors,No,23,Gagne,Lights Out,-,-,1,15,15,15,15,15,15,15,15,15,15,14,14,15,51,50,50,50,60,50,17,17,62,75,50,52,54,51,63,64,62,0,0,0,0,0,0,
2.026E+11,James Lopez,Mountaineers,P,Minors,No,18,Miller,-,-,-,0,15,15,15,15,15,15,15,15,15,15,12,10,15,51,50,50,50,60,50,56,56,69,72,66,49,48,51,66,60,73,0,0,0,0,0,0,
2.026E+11,Eric Lopez,Mountaineers,P,Minors,No,24,Hader,-,-,-,0,15,15,15,15,15,15,15,15,15,15,21,28,15,51,50,50,50,60,50,59,59,65,74,56,48,45,52,60,68,52,0,0,0,0,0,0,
2.026E+11,Nicholas Griffey,Mountaineers,P,Minors,No,21,Fingers,Ice in the Veins,-,-,1,15,15,15,15,15,15,15,15,15,15,19,24,15,51,50,50,50,60,50,49,49,61,57,65,59,56,62,55,53,57,0,0,0,0,0,0,
2.026E+11,Ty Miller,Mountaineers,P,Minors,No,23,Miller,Rubber Arm,-,-,1,15,15,15,15,15,15,15,15,15,15,14,14,15,51,50,50,50,60,50,48,48,62,65,59,45,45,45,59,55,63,0,0,0,0,0,0,
2.026E+11,Tyler Harris,Mountaineers,P,Minors,No,21,Hader,Marathon Man,Putaway Pitcher,-,2,15,15,15,15,15,15,15,15,15,15,15,16,15,51,50,50,50,60,50,57,57,78,74,82,45,45,45,52,56,48,0,0,0,0,0,0,
2.026E+11,Daniel Griffey,Aces,C,9,No,25,Zobrist,Platoon Punisher,First Pitch Killer,-,2,76,79,73,72,74,74,68,79,74,84,70,59,82,69,55,64,76,84,71,73,73,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Eric Walker,Aces,1B,1,No,30,Pujols,-,-,-,0,80,86,74,91,99,93,82,82,81,84,45,45,45,66,42,64,82,73,78,73,73,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Willie White,Aces,SS,6,No,27,Ripken,Speed Demon,-,-,1,81,82,80,74,75,75,74,70,76,64,46,46,47,72,49,83,79,88,91,78,78,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Justin Jackson,Aces,SS,5,Yes,22,Ichiro,Gold Glover,Speed Demon,Unfazed,3,89,84,95,45,45,46,45,68,79,58,84,83,85,83,80,87,85,81,87,65,65,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Jonathan Thompson,Aces,1B,Bench,No,27,Keith,Gold Glover,-,-,1,75,71,79,58,54,64,56,74,73,76,45,45,45,67,47,73,87,66,72,79,79,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Daniel Williams,Aces,CF,7,No,21,Mays,-,-,-,0,80,78,82,85,88,88,81,68,74,63,80,79,82,78,61,88,92,78,85,59,59,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Brandon Johnson,Aces,RF,3,No,18,Ruth,-,-,-,0,73,71,76,84,92,75,85,81,85,78,45,45,45,53,40,57,52,71,63,83,83,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,William Aaron,Aces,CF,Bench,No,23,Mays,-,-,-,0,78,77,80,83,96,83,70,78,81,75,82,75,89,80,73,94,84,81,86,76,76,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Zachary Smith,Aces,LF,2,No,27,Rickey,-,-,-,0,73,75,71,58,60,69,45,89,96,83,95,96,94,76,94,52,69,72,63,74,74,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Stan Martinez,Aces,3B,4,No,24,Ichiro,-,-,-,0,90,87,93,45,45,47,45,77,79,75,87,94,81,89,99,88,83,91,83,79,79,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Willie Hernandez,Aces,LF,Bench,No,23,Ichiro,-,-,-,0,91,90,93,45,45,45,45,72,78,67,85,86,84,84,82,90,81,92,90,81,81,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Steven Mays,Aces,2B,8,No,28,Morgan,-,-,-,0,81,82,81,74,74,78,70,79,81,77,77,72,82,70,77,57,66,68,66,62,62,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Joshua Rodriguez,Aces,C,Bench,No,21,Bench,-,-,-,0,68,70,67,82,74,81,91,68,74,62,45,45,45,72,40,54,86,85,97,63,63,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,
2.026E+11,Tyler Williams,Aces,P,SP1,No,22,R.Johnson,Ice in the Veins,-,-,1,15,15,15,15,15,15,15,15,15,15,20,26,15,51,50,50,50,60,50,85,85,88,92,84,68,68,68,78,81,76,0,0,0,0,0,0,
